name,seat_no,party,symbol,alliance,seat,district,division
মোঃ নাজমুল হক,189,BJP,গরুর গাড়ী,,Dhaka-16,Dhaka,Dhaka
মোঃ আমিনুল হক,189,BNP,ধানের শীষ,BNP,Dhaka-16,Dhaka,Dhaka
মোঃ মামুন হোসেন,189,GOP (Nuru),ট্রাক,,Dhaka-16,Dhaka,Dhaka
মোঃ সাইফুল ইসলাম,189,Islami Andolan Bangladesh,হাতপাখা,IAB,Dhaka-16,Dhaka,Dhaka
মোঃ  আব্দুল বাতেন,189,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Dhaka-16,Dhaka,Dhaka
সুলতান আহমেদ সেলিম,189,JaPa,লাঙ্গল,JaPa,Dhaka-16,Dhaka,Dhaka
মোঃ সুলতান আহম্মেদ সেলিম,189,JP (Manju),লাঙ্গল,,Dhaka-16,Dhaka,Dhaka
মোঃ তারিকূল ইসলাম,189,NPP,আম,,Dhaka-16,Dhaka,Dhaka
মোঃ শামীম আহমদ,190,Bangladesh Congress,ডাব,,Dhaka-17,Dhaka,Dhaka
কামরুল হাসান নাসিম,190,Bangladesh Jatiya Party,কাঁঠাল,,Dhaka-17,Dhaka,Dhaka
মুহাম্মদ রাশেদুল হক,190,Bangladesh Labor Party,আনারস,,Dhaka-17,Dhaka,Dhaka
এস এম আবুল কালাম আজাদ,190,BNF,টেলিভিশন,,Dhaka-17,Dhaka,Dhaka
তারেক রহমান,190,BNP,ধানের শীষ,BNP,Dhaka-17,Dhaka,Dhaka
কাজী এনায়েত উল্লাহ,190,Independent,মোরগ,,Dhaka-17,Dhaka,Dhaka
মোঃ আনিসুজ্জামান খোকন,190,Independent,ময়ূর,,Dhaka-17,Dhaka,Dhaka
মনজুর হুমায়ুন,190,Insaniat Biplab Bangladesh,আপেল,,Dhaka-17,Dhaka,Dhaka
মোহাম্মদ উল্যাহ,190,Islami Andolan Bangladesh,হাতপাখা,IAB,Dhaka-17,Dhaka,Dhaka
স. ম. খালিদুজ্জামান,190,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Dhaka-17,Dhaka,Dhaka
আতিক আহমেদ,190,JaPa,লাঙ্গল,JaPa,Dhaka-17,Dhaka,Dhaka
তপু রায়হান,190,JP (Manju),বাইসাইকেল,,Dhaka-17,Dhaka,Dhaka
মোঃ জসিম উদ্দিন‌‌‌,191,Bangladesh Islami Front,মোমবাতি,,Dhaka-18,Dhaka,Dhaka
সৈয়দ হারুন -অর - রশীদ,191,BaSaD,মই,,Dhaka-18,Dhaka,Dhaka
এস এম জাহাঙ্গীর হোসেন,191,BNP,ধানের শীষ,BNP,Dhaka-18,Dhaka,Dhaka
মোঃ ইসমাইল হোসেন,191,Independent,হরিণ,,Dhaka-18,Dhaka,Dhaka
মোঃ মহিউদ্দিন হাওলাদার,191,Independent,রেল ইঞ্জিন,,Dhaka-18,Dhaka,Dhaka
মোঃ আনোয়ার হোসেন,191,Islami Andolan Bangladesh,হাতপাখা,IAB,Dhaka-18,Dhaka,Dhaka
মোঃ জাকির হোসেন,191,JaPa,লাঙ্গল,JaPa,Dhaka-18,Dhaka,Dhaka
মাহমুদুর রহমান মান্না,191,Nagorik Oikko,কেটলি,,Dhaka-18,Dhaka,Dhaka
আরিফুল ইসলাম,191,NCP,শাপলা কলি,Jamaat-NCP,Dhaka-18,Dhaka,Dhaka
মিসেস সাবিনা জাবেদ,191,NPP,আম,,Dhaka-18,Dhaka,Dhaka
মোঃ কামরুল,192,Bangladesh Muslim League,হারিকেন,,Dhaka-19,Dhaka,Dhaka
দেওয়ান মোহাম্মদ সালাউদ্দিন,192,BNP,ধানের শীষ,BNP,Dhaka-19,Dhaka,Dhaka
শেখ শওকত হোসেন,192,GOP (Nuru),ট্রাক,,Dhaka-19,Dhaka,Dhaka
মোহাম্মদ ফারুক খান,192,Islami Andolan Bangladesh,হাতপাখা,IAB,Dhaka-19,Dhaka,Dhaka
মোঃ বাহাদুর ইসলাম,192,JaPa,লাঙ্গল,JaPa,Dhaka-19,Dhaka,Dhaka
চৌধুরী হাসান সারওয়ার্দী,192,LDP,ছাতা,,Dhaka-19,Dhaka,Dhaka
দিলশানা পারুল,192,NCP,শাপলা কলি,Jamaat-NCP,Dhaka-19,Dhaka,Dhaka
মোঃ ইসরাফিল হোসেন সাভারী,192,NPP,আম,,Dhaka-19,Dhaka,Dhaka
মোঃ আশরাফ আলী,193,Bangladesh Khelafat Majlish,দেওয়াল ঘড়ি,,Dhaka-20,Dhaka,Dhaka
মোঃ তমিজ উদ্দিন,193,BNP,ধানের শীষ,BNP,Dhaka-20,Dhaka,Dhaka
আহসান খান,193,JaPa,লাঙ্গল,JaPa,Dhaka-20,Dhaka,Dhaka
মোঃ আরজু মিয়া,193,JaSaD,মোটরগাড়ি (কার),,Dhaka-20,Dhaka,Dhaka
আহছান খান,193,JP (Manju),লাঙ্গল,,Dhaka-20,Dhaka,Dhaka
নাবিলা তাসনিদ,193,NCP,শাপলা কলি,,Dhaka-20,Dhaka,Dhaka
নাবিলা তাসনিদ,193,NPP,শাপলা কলি,,Dhaka-20,Dhaka,Dhaka
তসলিমা আক্তার,194,BaSaD (M),কাঁচি,,Gazipur-1,Gazipur,Dhaka
মোঃ মজিবুর রহমান,194,BNP,ধানের শীষ,BNP,Gazipur-1,Gazipur,Dhaka
আতিকুল ইসলাম,194,Gano Front,মাছ,,Gazipur-1,Gazipur,Dhaka
মোঃ ইমারাত হোসেইন খান,194,Independent,মোটর সাইকেল,,Gazipur-1,Gazipur,Dhaka
রুহুল আমীন,194,Islami Andolan Bangladesh,হাতপাখা,IAB,Gazipur-1,Gazipur,Dhaka
মোঃ শাহ্‌ আলম বকশী,194,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Gazipur-1,Gazipur,Dhaka
এস এম শফিকুল ইসলাম,194,JaPa,লাঙ্গল,JaPa,Gazipur-1,Gazipur,Dhaka
মোঃ আবদুল কাইয়ুম,195,BaSaD,মই,,Gazipur-2,Gazipur,Dhaka
মাসুদ রেজা,195,BaSaD (M),কাঁচি,,Gazipur-2,Gazipur,Dhaka
এম মঞ্জুরুল করিম রনি,195,BNP,ধানের শীষ,BNP,Gazipur-2,Gazipur,Dhaka
মোঃ জিয়াউল কবীর,195,CPB,কাস্তে,,Gazipur-2,Gazipur,Dhaka
আতিকুল ইসলাম,195,Gano Front,মাছ,,Gazipur-2,Gazipur,Dhaka
জিত বড়ুয়া,195,Independent,ফুটবল,,Gazipur-2,Gazipur,Dhaka
সরকার তাসলিমা আফরোজ,195,Insaniat Biplab Bangladesh,আপেল,,Gazipur-2,Gazipur,Dhaka
হানিফ সরকার,195,Islami Andolan Bangladesh,হাতপাখা,IAB,Gazipur-2,Gazipur,Dhaka
মোহাম্মদ শরিফুল ইসলাম,195,Janatar Dol,কলম,,Gazipur-2,Gazipur,Dhaka
মোঃ মাহবুব আলম,195,JaPa,লাঙ্গল,JaPa,Gazipur-2,Gazipur,Dhaka
আলী নাছের খান,195,NCP,শাপলা কলি,Jamaat-NCP,Gazipur-2,Gazipur,Dhaka
মুহাম্মদ এহসানুল হক,196,Bangladesh Khelafat Majlish,রিক্সা,Jamaat-NCP,Gazipur-3,Gazipur,Dhaka
আশিকুল ইসলাম পিয়াল,196,BaSaD,মই,,Gazipur-3,Gazipur,Dhaka
এসএম রফিকুল ইসলাম,196,BNP,ধানের শীষ,BNP,Gazipur-3,Gazipur,Dhaka
মোঃ ইজাদুর রহমান চৌধুরী,196,Independent,ঘোড়া,,Gazipur-3,Gazipur,Dhaka
আলমগীর হোসাইন,196,Islami Andolan Bangladesh,হাতপাখা,IAB,Gazipur-3,Gazipur,Dhaka
মোঃ নাজিম উদ্দিন,196,JaPa,লাঙ্গল,JaPa,Gazipur-3,Gazipur,Dhaka
মোঃ জাকির হোসেন,197,Amjanatar Dol,প্রজাপতি,,Gazipur-4,Gazipur,Dhaka
শাহ রিয়াজুল হান্নান,197,BNP,ধানের শীষ,BNP,Gazipur-4,Gazipur,Dhaka
মানবেন্দ্র দেব,197,CPB,কাস্তে,,Gazipur-4,Gazipur,Dhaka
মোঃ কাজিম উদ্দিন,197,Islami Andolan Bangladesh,হাতপাখা,IAB,Gazipur-4,Gazipur,Dhaka
সালাহ উদ্দিন,197,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Gazipur-4,Gazipur,Dhaka
এনামুল কবির,197,JaPa,লাঙ্গল,JaPa,Gazipur-4,Gazipur,Dhaka
মনির হোসাইন,197,NPP,আম,,Gazipur-4,Gazipur,Dhaka
এ কে এম ফজলুল হক মিলন,198,BNP,ধানের শীষ,BNP,Gazipur-5,Gazipur,Dhaka
মোঃ কাজল ভূঞা,198,Gano Forum,উদীয়মান সূর্য,,Gazipur-5,Gazipur,Dhaka
গাজী আতাউর রহমান,198,Islami Andolan Bangladesh,হাতপাখা,IAB,Gazipur-5,Gazipur,Dhaka
খায়রুল হাসান,198,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Gazipur-5,Gazipur,Dhaka
মোঃ আজম খান,198,Janatar Dol,কলম,,Gazipur-5,Gazipur,Dhaka
ডাঃ মোঃ শফিউদ্দিন সরকার,198,JaPa,লাঙ্গল,JaPa,Gazipur-5,Gazipur,Dhaka
সাখাওয়াত হোসেন,199,Bangladesh Islami Front,মোমবাতি,,Narsingdi-1,Narsingdi,Dhaka
খায়রুল কবির খোকন,199,BNP,ধানের শীষ,BNP,Narsingdi-1,Narsingdi,Dhaka
শহিদুজ্জামান চৌধুরী,199,Gano Forum,উদীয়মান সূর্য,,Narsingdi-1,Narsingdi,Dhaka
শিরিন আক্তার,199,GOP (Nuru),ট্রাক,,Narsingdi-1,Narsingdi,Dhaka
হামিদুল হক পারভেজ,199,Insaniat Biplab Bangladesh,আপেল,,Narsingdi-1,Narsingdi,Dhaka
মোঃ আশরাফ হোসেন ভূঞা,199,Islami Andolan Bangladesh,হাতপাখা,IAB,Narsingdi-1,Narsingdi,Dhaka
মোঃ ইব্রাহিম ভূঞা,199,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narsingdi-1,Narsingdi,Dhaka
মোহাম্মদ মোস্তফা জামাল,199,JaPa,লাঙ্গল,JaPa,Narsingdi-1,Narsingdi,Dhaka
ড আবদুল মঈন খান,200,BNP,ধানের শীষ,BNP,Narsingdi-2,Narsingdi,Dhaka
মোহাম্মদ ইব্রাহীম,200,Insaniat Biplab Bangladesh,আপেল,,Narsingdi-2,Narsingdi,Dhaka
আসিফ ইকবাল,200,Islamic Front,চেয়ার,,Narsingdi-2,Narsingdi,Dhaka
মোঃ আমজাদ হোসাইন,200,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narsingdi-2,Narsingdi,Dhaka
এ এন এম  রফিকুল আলম সেলিম,200,JaPa,লাঙ্গল,JaPa,Narsingdi-2,Narsingdi,Dhaka
মোঃ গোলাম সারোয়ার,200,NCP,শাপলা কলি,Jamaat-NCP,Narsingdi-2,Narsingdi,Dhaka
মোঃ রাকিবুল ইসলাম ( রকিব),201,Bangladesh Khelafat Majlish,রিক্সা,Jamaat-NCP,Narsingdi-3,Narsingdi,Dhaka
মনজুর এলাহী,201,BNP,ধানের শীষ,BNP,Narsingdi-3,Narsingdi,Dhaka
মোঃ আরিফ-উল-ইসলাম মৃধা,201,Independent,হাঁস,,Narsingdi-3,Narsingdi,Dhaka
রায়হান মিয়া,201,Insaniat Biplab Bangladesh,আপেল,,Narsingdi-3,Narsingdi,Dhaka
মোঃ ওয়ায়েজ হোসেন ভূইয়া,201,Islami Andolan Bangladesh,হাতপাখা,IAB,Narsingdi-3,Narsingdi,Dhaka
আবু সাদাত মোহাম্মদ সায়েম আলী পাঠান,201,Jaker Party,গোলাপ ফুল,,Narsingdi-3,Narsingdi,Dhaka
মোঃ মোস্তাফিজুর রহমান,201,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narsingdi-3,Narsingdi,Dhaka
এ কে এম রেজাউল করিম,201,JaPa,লাঙ্গল,JaPa,Narsingdi-3,Narsingdi,Dhaka
কাজী শরিফুল ইসলাম,202,Bangladesh Congress,ডাব,,Narsingdi-4,Narsingdi,Dhaka
মোহাম্মদ নাসির উদ্দিন,202,Bangladesh Khelafat Majlish,রিক্সা,,Narsingdi-4,Narsingdi,Dhaka
সরদার মোঃ সাখাওয়াত হোসেন,202,BNP,ধানের শীষ,BNP,Narsingdi-4,Narsingdi,Dhaka
কাজী সাজ্জাদ জহির,202,CPB,কাস্তে,,Narsingdi-4,Narsingdi,Dhaka
মুহাম্মদ মিলন মিয়া,202,Insaniat Biplab Bangladesh,আপেল,,Narsingdi-4,Narsingdi,Dhaka
মোঃ ছাইফুল্লাহ্‌,202,Islami Andolan Bangladesh,হাতপাখা,IAB,Narsingdi-4,Narsingdi,Dhaka
মোঃ জাহাঙ্গীর আলম,202,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narsingdi-4,Narsingdi,Dhaka
আবু দার্দ্দা মোঃ মা'জ,202,Janatar Dol,কলম,,Narsingdi-4,Narsingdi,Dhaka
মোঃ কামাল উদ্দিন,202,JaPa,লাঙ্গল,JaPa,Narsingdi-4,Narsingdi,Dhaka
মশিউর রহমান,203,Bangladesh Islami Front,মোমবাতি,,Narsingdi-5,Narsingdi,Dhaka
তাজুল ইসলাম,203,Bangladesh Khelafat Majlish,রিক্সা,Jamaat-NCP,Narsingdi-5,Narsingdi,Dhaka
মোঃ আশরাফ উদ্দিন,203,BNP,ধানের শীষ,BNP,Narsingdi-5,Narsingdi,Dhaka
জামাল আহম্মেদ চৌধুরী,203,Independent,ফুটবল,,Narsingdi-5,Narsingdi,Dhaka
তৌফিকুর রাহমান,203,Independent,ঘোড়া,,Narsingdi-5,Narsingdi,Dhaka
মুহাম্মদ পনির হোসেন,203,Independent,মাইক,,Narsingdi-5,Narsingdi,Dhaka
মোঃ সোলায়মান খন্দকার,203,Independent,হাঁস,,Narsingdi-5,Narsingdi,Dhaka
তাহমিনা আক্তার,203,Insaniat Biplab Bangladesh,আপেল,,Narsingdi-5,Narsingdi,Dhaka
বদরুজ্জামান উজ্জল,203,Islami Andolan Bangladesh,হাতপাখা,IAB,Narsingdi-5,Narsingdi,Dhaka
মেহেরুন নেছা খাঁন হেনা,203,JaPa,লাঙ্গল,JaPa,Narsingdi-5,Narsingdi,Dhaka
মুস্তাফিজুর রহমান ভূঁইয়া,204,BNP,ধানের শীষ,BNP,Narayanganj-1,Narayanganj,Dhaka
মোঃ মনিরুজ্জামান চন্দন,204,CPB,কাস্তে,,Narayanganj-1,Narayanganj,Dhaka
ওয়াসিম উদ্দিন,204,GOP (Nuru),ট্রাক,,Narayanganj-1,Narayanganj,Dhaka
মোহাম্মদ দুলাল,204,Independent,জাহাজ,,Narayanganj-1,Narayanganj,Dhaka
মোঃ রেহান আফজাল,204,Insaniat Biplab Bangladesh,আপেল,,Narayanganj-1,Narayanganj,Dhaka
মোঃ ইমদাদুল্লাহ,204,Islami Andolan Bangladesh,হাতপাখা,IAB,Narayanganj-1,Narayanganj,Dhaka
মোঃ আনোয়ার হোসেন মোল্লা,204,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narayanganj-1,Narayanganj,Dhaka
মোঃ নজরুল ইসলাম আজাদ,205,BNP,ধানের শীষ,BNP,Narayanganj-2,Narayanganj,Dhaka
মোঃ আবু হানিফ হৃদয়,205,BRP,হাতি,,Narayanganj-2,Narayanganj,Dhaka
মোঃ হাফিজুল ইসলাম,205,CPB,কাস্তে,,Narayanganj-2,Narayanganj,Dhaka
কামরুল মিয়া,205,GOP (Nuru),ট্রাক,,Narayanganj-2,Narayanganj,Dhaka
মোঃ আতাউর রহমান খান,205,Independent,কলস,,Narayanganj-2,Narayanganj,Dhaka
মাওলানা মোঃ হাবিবুল্লাহ,205,Islami Andolan Bangladesh,হাতপাখা,IAB,Narayanganj-2,Narayanganj,Dhaka
মোঃ ইলিয়াছ মোল্লা,205,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narayanganj-2,Narayanganj,Dhaka
আরিফুল ইসলাম,206,AB Party,ঈগল,,Narayanganj-3,Narayanganj,Dhaka
মোঃ আতিকুর রহমান নান্নু মুন্সী,206,Bangladesh Khelafat Andolan,বটগাছ,,Narayanganj-3,Narayanganj,Dhaka
মুহাঃ শাহজাহান,206,Bangladesh Khelafat Majlish,রিক্সা,Jamaat-NCP,Narayanganj-3,Narayanganj,Dhaka
আজহারুল ইসলাম মান্নান,206,BNP,ধানের শীষ,BNP,Narayanganj-3,Narayanganj,Dhaka
অঞ্জন দাস,206,Ganosamhati Andolon (Saki),মাথাল,,Narayanganj-3,Narayanganj,Dhaka
মোঃ ওয়াহিদুর রহমান মিল্কী,206,GOP (Nuru),ট্রাক,,Narayanganj-3,Narayanganj,Dhaka
অধ্যাপক মোঃ রেজাউল করিম,206,Independent,ঘোড়া,,Narayanganj-3,Narayanganj,Dhaka
মুহাম্মদ গিয়াস উদ্দিন,206,Independent,ফুটবল,,Narayanganj-3,Narayanganj,Dhaka
গোলাম মসীহ্‌,206,Islami Andolan Bangladesh,হাতপাখা,IAB,Narayanganj-3,Narayanganj,Dhaka
মোঃ ইকবাল হোসাইন ভূইয়া,206,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narayanganj-3,Narayanganj,Dhaka
আবদুল করীম মুন্সী,206,Janatar Dol,কলম,,Narayanganj-3,Narayanganj,Dhaka
আনোয়ার হোসেন,207,Bangladesh Khelafat Majlish,রিক্সা,,Narayanganj-4,Narayanganj,Dhaka
মোহাম্মদ আলী,207,BRP,হাতি,,Narayanganj-4,Narayanganj,Dhaka
মোঃ সেলিম আহমেদ,207,BSP,একতারা,,Narayanganj-4,Narayanganj,Dhaka
ইকবাল হোসেন,207,CPB,কাস্তে,,Narayanganj-4,Narayanganj,Dhaka
মোঃ আরিফ ভূইয়া,207,GOP (Nuru),ট্রাক,,Narayanganj-4,Narayanganj,Dhaka
মুহাম্মদ গিয়াস উদ্দিন,207,Independent,ফুটবল,,Narayanganj-4,Narayanganj,Dhaka
মোঃ শাহ আলম,207,Independent,হরিণ,,Narayanganj-4,Narayanganj,Dhaka
মোঃ ইছমাঈল হোসেন কাউছার,207,Islami Andolan Bangladesh,হাতপাখা,IAB,Narayanganj-4,Narayanganj,Dhaka
মনির হোসাইন,207,Jamiat Ulama-e-Islam Bangladesh,খেজুর গাছ,BNP,Narayanganj-4,Narayanganj,Dhaka
মোঃ সালাউদ্দিন খোকা,207,JaPa,লাঙ্গল,JaPa,Narayanganj-4,Narayanganj,Dhaka
মোঃ সুলাইমান দেওয়ান,207,JaSaD,মোটরগাড়ি (কার),,Narayanganj-4,Narayanganj,Dhaka
সেলিম মাহমুদ,207,JaSaD,মই,,Narayanganj-4,Narayanganj,Dhaka
মোঃ ছালাউদ্দিন খোকা,207,JP (Manju),লাঙ্গল,,Narayanganj-4,Narayanganj,Dhaka
আব্দুল্লাহ আল আমিন,207,NCP,শাপলা কলি,Jamaat-NCP,Narayanganj-4,Narayanganj,Dhaka
